age,age_start,expect_remain_years,expect_death,who_remain,who_diff
52,aged52,31.640541337116275,83.64054133711628,34.72,3.0794586628837237
57,aged57,27.047698142799206,84.0476981427992,30.1,3.0523018572007956
62,aged62,22.64642385639378,84.64642385639378,25.5,2.853576143606219
67,aged67,18.50621024939977,85.50621024939977,21.12,2.6137897506002297
72,aged72,14.706922918877382,86.70692291887738,16.78,2.0730770811226193
77,aged77,11.330526769582193,88.33052676958219,12.85,1.5194732304178071
82,aged82,8.447537450229063,90.44753745022906,9.34,0.8924625497709364
